Date,Open,High,Low,Close,Adj Close
3/8/2000,136.468704,137.843704,135.031204,136.875,96.870926
3/9/2000,137.25,140.875,136.125,140.875,99.701881
3/10/2000,140.1875,142,139.531204,140.125,99.171059
3/13/2000,136.6875,140.468704,135.6875,138.593704,98.087318
3/14/2000,139.281204,140.093704,136.156204,136.625,96.693985
3/15/2000,136.875,140.4375,136.0625,139.8125,98.949883
3/16/2000,141.625,146.843704,140.875,146.343704,103.572258
3/17/2000,145.8125,148,145.4375,146.9375,104.256798
3/20/2000,146.875,147.343704,144.781204,146.1875,103.724632
3/21/2000,145.531204,149.75,144.5,149.1875,105.853241
3/22/2000,149.5625,150.843704,148.6875,150.093704,106.496201
3/23/2000,149.156204,153.468704,149.156204,152.656204,108.314377
3/24/2000,152.875,155.75,151.718704,153.5625,108.957405
3/27/2000,153.375,153.781204,151.8125,151.9375,107.804443
3/28/2000,151.25,152.984299,150.593704,151.0625,107.183617
3/29/2000,151.5625,152.484299,149.656204,151.218704,107.294479
3/30/2000,150.156204,151.921799,147.125,148.6875,105.498466
3/31/2000,149.625,152.3125,148.4375,150.375,106.695831
4/3/2000,150.125,151.25,148.6875,151.25,107.316643
4/4/2000,151.75,153,141.390594,150.125,106.518402
4/5/2000,147.875,150.8125,147.625,149.1875,105.853241
4/6/2000,150.25,151.6875,149,150.484299,106.773331
4/7/2000,151.5625,152.125,150.5,151.4375,107.449707
4/10/2000,151.75,153.109299,150.3125,150.843704,107.028358
4/11/2000,150,151.625,148.375,150.406204,106.717964
4/12/2000,150.375,151.156204,146.156204,146.281204,103.791122
4/13/2000,147.468704,148.156204,143.781204,144.25,102.34993
4/14/2000,142.625,142.8125,133.5,136,96.496307
4/17/2000,135.1875,140.75,134.6875,140.75,99.866585
4/18/2000,140.5625,144.468704,139.781204,144.468704,102.505096
4/19/2000,144.5,145.125,142.531204,143.125,101.551704
4/20/2000,143.5625,143.9375,142.375,143.8125,102.039482
4/24/2000,141.5,143.3125,140.5,142.25,100.93087
4/25/2000,144.625,148.156204,144.4375,148.156204,105.121506
4/26/2000,147.968704,148.75,146,146.484299,103.935226
4/27/2000,143,147.343704,143,146,103.59156
4/28/2000,147,147.859299,145.0625,145.093704,102.948532
5/1/2000,146.5625,148.484299,145.843704,147.0625,104.345505
5/2/2000,145.5,147.125,144.125,144.125,102.261238
5/3/2000,144,144,139.781204,140.75,99.866585
5/4/2000,142,142.359299,140.75,141.8125,100.620461
5/5/2000,141.0625,144,140.9375,143.531204,101.839928
5/8/2000,142.75,143.375,141.843704,142.453094,101.074997
5/9/2000,143.0625,143.406204,140.265594,141.3125,100.265663
5/10/2000,140.5,140.968704,137.75,138.125,98.004028
5/11/2000,140.125,141.5,139.125,141.281204,100.243439
5/12/2000,141.8125,143.468704,141.625,142.8125,101.329979
5/15/2000,142.75,145.609299,142,145.281204,103.081604
5/16/2000,146.5625,147.718704,145.3125,146.6875,104.079384
5/17/2000,145.6875,146.1875,144.468704,145.156204,102.99292
5/18/2000,145.625,146.3125,143.375,143.375,101.729111
5/19/2000,142.5625,143.234299,140.406204,141.125,100.132629
5/22/2000,141.25,141.468704,137,140.0625,99.378777
5/23/2000,140.4375,140.8125,137.5625,138,97.915337
5/24/2000,138,140.6875,136.5,140.25,99.511787
5/25/2000,140.6875,141.8125,137.718704,137.843704,97.804436
5/26/2000,138.8125,139.6875,137.328094,138,97.915337
5/30/2000,140,142.9375,139.468704,142.5,101.108208
5/31/2000,142.5625,144,142.093704,142.8125,101.329979
6/1/2000,143.6875,145.4375,143,145.3125,103.10376
6/2/2000,148.9375,149.093704,147.484299,147.843704,104.899765
6/5/2000,147.468704,148.218704,146.875,147.125,104.389832
6/6/2000,146.625,147.781204,145.906204,146.468704,103.924149
6/7/2000,146.625,148,146,147.484299,104.644768
6/8/2000,147.5,147.75,146.0625,146.906204,104.234566
6/9/2000,147.5,147.968704,145.625,146.593704,104.012856
6/12/2000,146.968704,146.968704,144.875,144.875,102.793404
6/13/2000,144.8125,147.75,144.625,147.593704,104.722382
6/14/2000,148.25,148.875,147.1875,147.843704,104.899765
6/15/2000,148.125,148.75,146.843704,148.156204,105.121506
6/16/2000,148.3125,148.3125,145.875,146.593704,104.257774
6/19/2000,146.468704,149.156204,146.25,148.468704,105.591278
6/20/2000,148.1875,148.875,147,147.9375,105.213409
6/21/2000,146.9375,148.4375,146.890594,147.875,105.169044
6/22/2000,147.5625,147.6875,145,145.625,103.56884
6/23/2000,145.8125,146.125,143.875,144.375,102.679817
6/26/2000,145.375,146.25,144.875,146.234299,104.002136
6/27/2000,145.984299,146.718704,145.015594,145.156204,103.23542
6/28/2000,145.625,146.984299,145.3125,145.5625,103.524361
6/29/2000,144.75,145.75,143.515594,144.1875,102.546455
6/30/2000,143.9375,145.593704,143.890594,145.281204,103.32431
7/3/2000,145.4375,147.4375,145.1875,147.281204,104.746735
7/5/2000,146.375,146.656204,144.375,144.625,102.857605
7/6/2000,144.9375,146.468704,144.218704,145.75,103.657715
7/7/2000,146.6875,148.781204,146.25,148.093704,105.324562
7/10/2000,147.875,148.906204,147.531204,147.843704,105.146744
7/11/2000,147.468704,149.125,147.156204,148.156204,105.369026
7/12/2000,149.281204,150.125,148.6875,149.125,106.058022
7/13/2000,149.984299,150.375,149.1875,149.781204,106.52475
7/14/2000,150.4375,151.25,149.671799,151.25,107.569298
7/17/2000,150.984299,151.984299,150.6875,151,107.391502
7/18/2000,150.625,150.625,149.343704,149.765594,106.513641
7/19/2000,149.468704,149.906204,148.25,148.5625,105.657997
7/20/2000,149,150.625,148.8125,150.625,107.124809
7/21/2000,149.75,149.75,147.6875,147.6875,105.035645
7/24/2000,148.125,148.859299,146.5625,146.843704,104.435539
7/25/2000,147.75,147.843704,146.781204,147.3125,104.768967
7/26/2000,146.968704,147.156204,145.640594,145.875,103.746651
7/27/2000,145.9375,146.625,144.6875,145.375,103.391006
7/28/2000,145.718704,145.906204,141.515594,142.093704,101.057343
7/31/2000,142.9375,144.125,142.0625,143,101.701912
8/1/2000,143.625,144.718704,143.125,143.875,102.324226
8/2/2000,143.875,145.406204,143.625,144.593704,102.835327
8/3/2000,142.875,145.8125,142.625,145.593704,103.546593
8/4/2000,146.3125,146.718704,145.406204,146.375,104.102234
8/7/2000,146.718704,148.4375,146.375,148.125,105.346832
8/8/2000,147.5,148.8125,147.5,148.6875,105.746849
8/9/2000,149.140594,149.218704,147.375,147.4375,104.857841
8/10/2000,147.531204,147.859299,146.281204,146.718704,104.346626
8/11/2000,146.625,148,145.5625,147.406204,104.835587
8/14/2000,147.781204,149.5625,147.0625,149.281204,106.169136
8/15/2000,149.343704,149.8125,148.5625,149.156204,106.080215
8/16/2000,149.3125,149.9375,147.843704,148.625,105.70237
8/17/2000,148.6875,150.4375,148.343704,150.1875,106.813675
8/18/2000,150.375,150.375,149.218704,149.6875,106.458107
8/21/2000,150.031204,150.718704,149.406204,150.5,107.035965
8/22/2000,150.5625,151.3125,150.093704,150.25,106.858147
8/23/2000,149.8125,151.281204,149.281204,150.843704,107.28038
8/24/2000,151.156204,151.5,150.5,151.3125,107.613785
8/25/2000,151.156204,151.625,150.9375,151.25,107.569298
8/28/2000,151.25,152.906204,151.25,151.765594,107.936043
8/29/2000,151.4375,151.875,150.906204,151.796799,107.958206
8/30/2000,151.3125,151.5,150.343704,150.343704,106.924767
8/31/2000,151.0625,153.093704,150.906204,152.343704,108.347153
9/1/2000,153.25,153.593704,152,152.5,108.458366
9/5/2000,151.875,152.203094,150.8125,151.281204,107.591515
9/6/2000,151.1875,151.953094,149.531204,149.5625,106.369148
9/7/2000,150.25,151.078094,149.828094,150.843704,107.28038
9/8/2000,150.281204,150.5,149.328094,149.8125,106.546967
9/11/2000,149.75,151.1875,148.6875,149.593704,106.391365
9/12/2000,149.75,150.25,148.4375,148.5,105.613548
9/13/2000,148,149.343704,147.656204,148.890594,105.891312
9/14/2000,149.875,149.9375,148.156204,149.640594,106.424713
9/15/2000,148.1875,148.25,146,146,104.096367
9/18/2000,146.375,146.968704,144.203094,144.656204,103.138268
9/19/2000,145.125,146.3125,144.703094,145.968704,104.074043
9/20/2000,145.6875,146.031204,143.156204,144.890594,103.305351
9/21/2000,144.468704,145.5625,142.625,142.6875,101.734581
9/22/2000,142.625,145.3125,142.421799,145.281204,103.583908
9/25/2000,145.9375,146.0625,143.718704,144.25,102.848663
9/26/2000,144.375,145,142.406204,142.406204,101.534081
9/27/2000,143.5625,143.968704,142.125,143.156204,102.068771
9/28/2000,143.1875,146.328094,142.890594,145,103.383408
9/29/2000,145.468704,145.968704,143.625,143.625,102.403038
10/2/2000,144.281204,144.906204,143.140594,143.843704,102.55896
10/3/2000,144.531204,145.75,142.281204,142.5,101.600914
10/4/2000,142.875,144.25,141.75,143.6875,102.447594
10/5/2000,143.406204,144.843704,143.3125,144.1875,102.804039
10/6/2000,143.875,144.640594,139.75,141.0625,100.576004
10/9/2000,141.3125,141.3125,139.375,140,99.818443
10/10/2000,140.093704,141.25,137.6875,137.6875,98.169624
10/11/2000,137.625,138.625,135.125,136.531204,97.345261
10/12/2000,137.281204,137.593704,132.781204,133.125,94.916641
10/13/2000,132.9375,137.656204,132.875,137.5625,98.080521
10/16/2000,137.406204,138.234299,136.6875,138.1875,98.526146
10/17/2000,138.4375,138.5625,134.406204,134.75,96.075256
10/18/2000,132.625,136.125,130.156204,134.25,95.718758
10/19/2000,136.843704,139.453094,136.4375,139.3125,99.32827
10/20/2000,138.375,141.1875,138.375,139.906204,99.751587
10/23/2000,139.9375,141.031204,138.9375,140.531204,100.197174
10/24/2000,140.968704,141.9375,139,139.593704,99.528763
10/25/2000,138.75,139.5625,136.125,136.3125,97.189293
10/26/2000,137.125,137.656204,134.031204,136.6875,97.45665
10/27/2000,137.875,139.281204,136.625,139.281204,99.305931
10/30/2000,138.4375,141.093704,138.156204,140.531204,100.197174
10/31/2000,141.015594,143.6875,140.0625,142.953094,101.923965
11/1/2000,142.25,143.25,141.218704,142.468704,101.578598
11/2/2000,143.156204,143.906204,142.515594,142.703094,101.745705
11/3/2000,143.468704,143.75,142.375,142.781204,101.801407
11/6/2000,143.156204,144.296799,143.031204,143.781204,102.514389
11/7/2000,143.140594,144,142.5625,143.75,102.492134
11/8/2000,144.0625,144.0625,140.5625,140.5625,100.219513
11/9/2000,140,141.218704,137.25,140.031204,99.840683
11/10/2000,139,139.468704,136.531204,136.625,97.412117
11/13/2000,135.625,136.984299,133.015594,135.5625,96.654549
11/14/2000,137.468704,139.625,137,139.125,99.194603
11/15/2000,139.0625,140.109299,137.75,139.5625,99.506531
11/16/2000,138.578094,139.875,137.3125,137.375,97.946854
11/17/2000,137.3125,139,135.75,136.640594,97.423218
11/20/2000,135.75,136.375,134.3125,134.6875,96.030701
11/21/2000,134.875,136.1875,133.515594,135.375,96.520874
11/22/2000,134.343704,134.875,132.125,132.140594,94.214783
11/24/2000,133.625,134.968704,133.625,134.843704,96.142105
11/27/2000,136.468704,136.6875,135.3125,136.031204,96.988754
11/28/2000,135.125,136.593704,133.640594,133.6875,95.317703
11/29/2000,134.375,135.906204,133.265594,133.4375,95.139435
11/30/2000,132.5,133.5,129.75,132.281204,94.315018
12/1/2000,133.1875,134.0625,131,132.218704,94.270477
12/4/2000,131.875,133.875,131.5,133.343704,95.072586
12/5/2000,134.875,138.25,134.406204,137.718704,98.191895
12/6/2000,137.781204,138.343704,135.031204,135.515594,96.621101
12/7/2000,134.875,135.875,133.656204,133.656204,95.29541
12/8/2000,137.0625,139.468704,133.875,133.968704,95.518188
12/11/2000,137.375,139.5625,136.718704,138.625,98.838104
12/12/2000,138.1875,138.8125,137.375,138.031204,98.414688
12/13/2000,139.25,139.406204,136.031204,136.140594,97.066742
12/14/2000,135.875,136.5,134.031204,134.406204,95.830154
12/15/2000,133.125,133.125,130.5625,130.968704,93.665634
12/18/2000,132.0625,133.468704,131.765594,132.718704,94.917183
12/19/2000,132.468704,134.968704,130.015594,130.015594,92.984016
12/20/2000,128.625,128.9375,126.093697,126.25,90.290932
12/21/2000,126,128.859299,125.531197,127.125,90.916695
12/22/2000,129,131.109299,128.843704,130.9375,93.643349
12/26/2000,130.843704,132.343704,130.281204,132.343704,94.648994
12/27/2000,131.75,133.734299,131.25,133.3125,95.341827
12/28/2000,132.8125,133.875,132.593704,133.718704,95.632393
12/29/2000,134.0625,134.281204,131.1875,131.1875,93.822151
1/2/2001,132,132.156204,127.5625,128.8125,92.123604
1/3/2001,128.3125,136,127.656197,135,96.548714
1/4/2001,134.9375,135.468704,133,133.546799,95.509422
1/5/2001,133.468704,133.625,129.1875,129.1875,92.391762
1/8/2001,129.875,130.1875,127.6875,130.1875,93.106934
1/9/2001,131.046799,131.5,129.421799,129.843704,92.861084
1/10/2001,129,132.125,128.8125,132.125,94.492622
1/11/2001,131.093704,133.484299,131.093704,132.25,94.582001
1/12/2001,132.6875,133.718704,131.281204,132,94.403236
1/16/2001,132,133.1875,131.515594,132.843704,95.006577
1/17/2001,134.843704,135.046799,132.640594,133.453094,95.442444
1/18/2001,133.4375,135.703094,132.9375,134.781204,96.392258
1/19/2001,136.1875,136.1875,133.875,134.015594,95.844711
1/22/2001,134.25,135.781204,133.5625,134.906204,96.481651
1/23/2001,134.468704,136.656204,134.156204,135.968704,97.241524
1/24/2001,136.25,137.3125,135.843704,136.375,97.532097
1/25/2001,136.25,137.25,135.656204,136.031204,97.286247
1/26/2001,135.156204,136.125,134.453094,135.875,97.17453
1/29/2001,135.5,136.899994,135.369995,136.600006,97.693047
1/30/2001,136.300003,137.919998,135.789993,137.800003,98.551216
1/31/2001,137.399994,138.699997,136.600006,137.020004,97.993401
2/1/2001,137.100006,137.949997,136.25,137.929993,98.644226
2/2/2001,137.399994,137.990005,134.75,134.800003,96.405693
2/5/2001,134.800003,135.940002,134.75,135.789993,97.113708
2/6/2001,135.300003,136.699997,135.220001,135.389999,96.827667
2/7/2001,134.720001,135.399994,133.679993,134.690002,96.327019
2/8/2001,134.800003,135.399994,133.100006,133.119995,95.204185
2/9/2001,133.350006,133.350006,131.259995,131.839996,94.28878
2/12/2001,131.699997,133.5,131.699997,133.350006,95.368698
2/13/2001,133.699997,134.169998,132,132.259995,94.589157
2/14/2001,132.649994,132.649994,130.660004,132.059998,94.446114
2/15/2001,132.839996,133.520004,131.990005,133.339996,95.361534
2/16/2001,131,131.289993,129.300003,130.399994,93.258934
2/20/2001,131.039993,131.139999,128.100006,128.389999,91.821442
2/21/2001,127.900002,128.839996,125.5,125.620003,89.840355
2/22/2001,126.349998,126.540001,123.019997,125.809998,89.976265
2/23/2001,125.080002,125.540001,121.800003,124.959999,89.368355
2/26/2001,125.800003,127.620003,124.5,127.620003,91.270744
2/27/2001,126.800003,127.839996,125.510002,126.440002,90.426826
2/28/2001,126.75,126.839996,123.269997,123.949997,88.646049
3/1/2001,124.050003,124.599998,121.75,124.599998,89.110916
3/2/2001,122.5,125.650002,122.300003,123.610001,88.402901
3/5/2001,124.150002,124.779999,123.809998,124.739998,89.211037
3/6/2001,126.349998,127.75,125.489998,126.080002,90.16938
3/7/2001,126.900002,127.040001,125.760002,126.980003,90.813034
3/8/2001,126.599998,127.239998,126.139999,127.120003,90.91317
3/9/2001,126.099998,126.099998,123.110001,123.360001,88.224098
3/12/2001,122.339996,122.5,117.75,118.080002,84.447945
3/13/2001,119.400002,120.440002,117.529999,120.019997,85.835396
3/14/2001,117.050003,119.290001,115.75,117.650002,84.140411
3/15/2001,118.449997,118.860001,117.360001,117.68,84.161903
3/16/2001,117.129997,117.400002,114.809998,115.010002,82.473801
3/19/2001,115.760002,117.690002,114.82,117.349998,84.151855
3/20/2001,117.900002,118.459999,114.110001,114.199997,81.892982
3/21/2001,114.18,115.260002,111.900002,112.260002,80.501801
3/22/2001,112.019997,112.599998,108.040001,111.120003,79.684319
3/23/2001,113.25,114.660004,111.5,114.480003,82.093758
3/26/2001,115.699997,116.269997,114.769997,115.940002,83.140739
3/27/2001,115.620003,118.650002,115.279999,118.309998,84.840263
3/28/2001,116.900002,116.949997,114.900002,115.040001,82.495354
3/29/2001,114.699997,116.5,112.139999,115.480003,82.810883
3/30/2001,115.550003,116.690002,114.5,116.690002,83.678551
4/2/2001,116.300003,117.379997,113.800003,114.199997,81.892982
4/3/2001,113.980003,114.150002,110.059998,110.389999,79.16082
4/4/2001,110.57,112.099998,109.300003,110.849998,79.4907
4/5/2001,113.300003,115.489998,112.5,115.050003,82.502502
4/6/2001,113.989998,114.400002,112.059998,113.300003,81.247581
4/9/2001,114,114.989998,112.779999,114.559998,82.151154
4/10/2001,115.449997,117.75,115.169998,116.650002,83.649879
4/11/2001,118.779999,118.989998,116.139999,116.730003,83.707237
4/12/2001,116.300003,118.940002,115.959999,118.849998,85.227501
4/16/2001,118.290001,118.889999,116.910004,117.599998,84.331123
4/17/2001,117.309998,119.660004,117.019997,119.260002,85.521523
4/18/2001,121.059998,126,120.690002,124,88.920563
4/19/2001,124.25,125.839996,123.580002,125.650002,90.103806
4/20/2001,124.900002,125.400002,123.660004,124.5,89.279114
4/23/2001,123.650002,123.889999,121.910004,122.239998,87.658478
4/24/2001,122.519997,123.650002,121.099998,121.580002,87.185188
4/25/2001,121.419998,123.669998,120.949997,123.169998,88.325363
4/26/2001,123.730003,125.220001,123.5,123.720001,88.719795
4/27/2001,124.919998,125.839996,124.199997,125.779999,90.197021
4/30/2001,126.449997,127.269997,124.669998,126.660004,90.828072
5/1/2001,125.07,127.150002,124.599998,127.050003,91.107758
5/2/2001,127.410004,127.690002,126,126.82,90.942772
5/3/2001,126.129997,126.150002,124.220001,125.209999,89.788277
5/4/2001,123.650002,127.349998,123.440002,127.339996,91.315689
5/7/2001,126.860001,127.379997,126.230003,126.239998,90.526909
5/8/2001,126.860001,127.099998,125.559998,126.18,90.483833
5/9/2001,125.25,126.550003,125.059998,125.650002,90.103806
5/10/2001,127.260002,127.5,125.769997,126.019997,90.369125
5/11/2001,126,126.489998,124.400002,125.150002,89.745262
5/14/2001,124.900002,125.440002,124.459999,125.400002,89.924553
5/15/2001,125.550003,126.5,124.849998,125.980003,90.340446
5/16/2001,124.839996,129.199997,124.620003,128.949997,92.47023
5/17/2001,129,130.080002,128.559998,129.149994,92.613655
5/18/2001,129.089996,129.740005,128.100006,129.740005,93.036766
5/21/2001,129.839996,131.839996,129.149994,131.649994,94.406395
5/22/2001,131.830002,132.089996,131.070007,131.479996,94.284477
5/23/2001,131.050003,131.050003,129.25,129.25,92.685371
5/24/2001,129.470001,130,128.550003,129.630005,92.957886
5/25/2001,129.649994,129.699997,127.900002,128.100006,91.860695
5/29/2001,128.220001,128.350006,126.900002,127.080002,91.12925
5/30/2001,126.589996,127.089996,125,125.300003,89.852791
5/31/2001,125.43,126.760002,125.260002,125.949997,90.318939
6/1/2001,126.199997,127.099998,125.120003,126.730003,90.878288
6/4/2001,126.800003,127.43,126.080002,127.339996,91.315689
6/5/2001,127.489998,129.229996,127.269997,128.800003,92.362671
6/6/2001,128.830002,128.830002,127.360001,127.730003,91.59536
6/7/2001,127.050003,128.350006,127,128.190002,91.925247
6/8/2001,127.699997,127.870003,126.139999,127,91.071877
6/11/2001,126.709999,126.989998,125.410004,126.099998,90.426491
6/12/2001,124.860001,126.739998,124.040001,125.879997,90.268723
6/13/2001,126.169998,126.580002,124.650002,124.800003,89.494301
6/14/2001,124.18,124.300003,121.75,122,87.486389
6/15/2001,120.910004,122.400002,120.400002,121.849998,87.627335
6/18/2001,121.650002,122.440002,120.910004,121.260002,87.203033
6/19/2001,122.379997,122.889999,120.889999,121.790001,87.584183
6/20/2001,121.190002,122.860001,121.099998,122.43,88.044449
6/21/2001,122.220001,124.309998,122.150002,123.82,89.044029
6/22/2001,123.489998,123.589996,122.160004,122.849998,88.346481
6/25/2001,123.279999,123.440002,121.5,121.720001,87.533844
6/26/2001,120.900002,122.389999,120.57,121.550003,87.411591
6/27/2001,121.599998,122.239998,120.910004,121.480003,87.361229
6/28/2001,122,123.940002,121.93,122.150002,87.843056
6/29/2001,122.800003,124.010002,122.260002,122.599998,88.166664
7/2/2001,122.800003,124.32,122.620003,124.129997,89.266968
7/3/2001,123.980003,124.099998,123.050003,124.099998,89.24543
7/5/2001,123.07,123.650002,121.660004,121.68,87.505081
7/6/2001,121.309998,121.489998,119.050003,119.050003,85.613739
7/9/2001,119.489998,120.540001,119.199997,119.699997,86.081154
7/10/2001,120.290001,120.639999,118.209999,118.260002,85.045601
7/11/2001,118.099998,118.889999,117.089996,118.379997,85.131905
7/12/2001,119.5,121.470001,119.309998,121.190002,87.152687
7/13/2001,120.839996,122.32,120.620003,122.239998,87.907791
7/16/2001,121.769997,122.279999,120.290001,120.709999,86.80748
7/17/2001,120.199997,121.949997,119.830002,121.839996,87.620132
7/18/2001,120.559998,121.639999,120.059998,121.010002,87.023232
7/19/2001,122.18,122.980003,120.760002,122.07,87.785545
7/20/2001,121.150002,121.940002,120.919998,121.339996,87.260536
7/23/2001,121.800003,121.879997,118.949997,118.949997,85.541794
7/24/2001,119,119.199997,116.75,117.800003,84.714798
7/25/2001,117.919998,119.480003,117.459999,119.099998,85.649673
7/26/2001,119.059998,120.849998,118.559998,120.349998,86.548622
7/27/2001,120.830002,121.349998,119.910004,120.809998,86.879417
7/30/2001,121.190002,121.349998,120.300003,120.849998,86.90818
7/31/2001,121,122.68,120.800003,121.349998,87.267746
8/1/2001,121.970001,122.699997,121.550003,122.110001,87.814323
8/2/2001,123.230003,123.25,121.889999,122.610001,88.173859
8/3/2001,122.360001,122.360001,120.900002,121.940002,87.692078
8/6/2001,121.349998,121.510002,120.099998,120.300003,86.51268
8/7/2001,120.269997,121.199997,119.910004,120.769997,86.850655
8/8/2001,120.120003,121.160004,118.43,118.529999,85.239777
8/9/2001,118.699997,118.970001,117.860001,118.879997,85.491478
8/10/2001,118.800003,119.839996,117.339996,119.290001,85.786324
8/13/2001,119.599998,119.849998,118.809998,119.32,85.807922
8/14/2001,120.139999,120.349998,118.800003,119.269997,85.771927
8/15/2001,119.230003,119.610001,118.080002,118.239998,85.031212
8/16/2001,117.800003,118.75,117,118.650002,85.326103
8/17/2001,117.650002,117.870003,116.010002,116.75,83.959709
8/20/2001,116.800003,117.900002,116.550003,117.830002,84.736359
8/21/2001,117.800003,118.540001,115.800003,115.82,83.290924
8/22/2001,116.75,117.43,115.779999,117.019997,84.15387
8/23/2001,116.959999,117.519997,116.489998,116.599998,83.851837
8/24/2001,117.209999,119.129997,116.739998,119.019997,85.592133
8/27/2001,118.970001,119.199997,118.260002,118.309998,85.081535
8/28/2001,118.279999,118.489998,116.580002,116.580002,83.837418
8/29/2001,117.129997,117.18,115.169998,115.540001,83.089546
8/30/2001,114.849998,115.739998,112.040001,113.32,81.493042
8/31/2001,113.400002,114.769997,113.129997,114.150002,82.089958
9/4/2001,113.849998,116.169998,113.370003,113.419998,81.564964
9/5/2001,113.699997,114.190002,111.949997,113.699997,81.766304
9/6/2001,112.650002,113.300003,110.769997,110.769997,79.659256
9/7/2001,110.019997,111.25,108.629997,108.720001,78.18502
9/10/2001,107.699997,110.349998,107.699997,110.050003,79.141457
9/17/2001,101,106.400002,100,104.300003,75.006409
9/18/2001,104.330002,105.300003,103.360001,104.050003,74.826637
9/19/2001,104.099998,104.5,98.559998,101.949997,73.316391
9/20/2001,100.400002,101.809998,98.559998,98.709999,70.986389
9/21/2001,94.279999,98.989998,93.800003,97.279999,70.220543
9/24/2001,99.720001,101.160004,99.059998,100.699997,72.689209
9/25/2001,100.75,102,99.900002,101.75,73.447144
9/26/2001,102.349998,102.400002,100.43,101.389999,73.187294
9/27/2001,101.25,102.290001,100,102.269997,73.822487
9/28/2001,102.980003,109.620003,102.5,104.440002,75.388901
10/1/2001,103.900002,104.32,102.830002,104.269997,75.266197
10/2/2001,104,105.580002,103.650002,105.580002,76.211838
10/3/2001,104.599998,107.879997,104.349998,107.349998,77.489456
10/4/2001,108.290001,108.970001,106.75,107.440002,77.55442
10/5/2001,107.25,107.620003,105.519997,107.230003,77.402855
10/8/2001,106.269997,107.300003,105.870003,106.529999,76.89756
10/9/2001,106.610001,106.75,105.599998,105.959999,76.486084
10/10/2001,105.800003,108.550003,105.519997,108.32,78.189659
10/11/2001,108.949997,110.300003,108.949997,110,79.402336
10/12/2001,109.150002,109.889999,107.300003,109.5,79.041405
10/15/2001,108.629997,109.449997,108.059998,109.300003,78.897049
10/16/2001,109.800003,110.610001,108.949997,109.989998,79.395111
10/17/2001,111.07,111.150002,107.650002,107.650002,77.706039
10/18/2001,107.82,108.160004,106.75,107.419998,77.540001
10/19/2001,107,107.910004,106.010002,107.349998,77.489456
10/22/2001,107.300003,109.57,107.209999,109.470001,79.019768
10/23/2001,109.959999,110.279999,108.379997,108.910004,78.615532
10/24/2001,108.980003,109.449997,108.220001,108.620003,78.406204
10/25/2001,107.449997,110.599998,106.739998,110.57,79.813782
10/26/2001,109.949997,111.790001,109.669998,110.32,79.633316
10/29/2001,110.160004,110.550003,107.449997,107.449997,77.561646
